datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,date,hour,month,day,season_label,weather_label,casual_ratio,registered_ratio,temp_bucket,humidity_bucket
2011-01-01 15:00:00,1,0,0,2,18.04,21.97,77,19.9995,40,70,110,2011-01-01,15,1,Saturday,Spring,Cloudy,0.36363636363636365,0.6363636363636364,10-20,"(60.0, 80.0]"
2011-01-01 16:00:00,1,0,0,2,17.22,21.21,82,19.9995,41,52,93,2011-01-01,16,1,Saturday,Spring,Cloudy,0.44086021505376344,0.5591397849462365,10-20,"(80.0, 100.0]"
2011-01-01 17:00:00,1,0,0,2,18.04,21.97,82,19.0012,15,52,67,2011-01-01,17,1,Saturday,Spring,Cloudy,0.22388059701492538,0.7761194029850746,10-20,"(80.0, 100.0]"
2011-01-01 18:00:00,1,0,0,3,17.22,21.21,88,16.9979,9,26,35,2011-01-01,18,1,Saturday,Spring,Light rain/snow,0.2571428571428571,0.7428571428571429,10-20,"(80.0, 100.0]"
2011-01-01 19:00:00,1,0,0,3,17.22,21.21,88,16.9979,6,31,37,2011-01-01,19,1,Saturday,Spring,Light rain/snow,0.16216216216216217,0.8378378378378378,10-20,"(80.0, 100.0]"
2011-01-01 20:00:00,1,0,0,2,16.4,20.455,87,16.9979,11,25,36,2011-01-01,20,1,Saturday,Spring,Cloudy,0.3055555555555556,0.6944444444444444,10-20,"(80.0, 100.0]"
2011-01-01 21:00:00,1,0,0,2,16.4,20.455,87,12.998,3,31,34,2011-01-01,21,1,Saturday,Spring,Cloudy,0.08823529411764706,0.9117647058823529,10-20,"(80.0, 100.0]"
2011-01-01 22:00:00,1,0,0,2,16.4,20.455,94,15.0013,11,17,28,2011-01-01,22,1,Saturday,Spring,Cloudy,0.39285714285714285,0.6071428571428571,10-20,"(80.0, 100.0]"
2011-01-01 23:00:00,1,0,0,2,18.86,22.725,88,19.9995,15,24,39,2011-01-01,23,1,Saturday,Spring,Cloudy,0.38461538461538464,0.6153846153846154,10-20,"(80.0, 100.0]"
2011-01-02 00:00:00,1,0,0,2,18.86,22.725,88,19.9995,4,13,17,2011-01-02,0,1,Sunday,Spring,Cloudy,0.23529411764705882,0.7647058823529411,10-20,"(80.0, 100.0]"
2011-01-02 01:00:00,1,0,0,2,18.04,21.97,94,16.9979,1,16,17,2011-01-02,1,1,Sunday,Spring,Cloudy,0.058823529411764705,0.9411764705882353,10-20,"(80.0, 100.0]"
2011-01-02 02:00:00,1,0,0,2,17.22,21.21,100,19.0012,1,8,9,2011-01-02,2,1,Sunday,Spring,Cloudy,0.1111111111111111,0.8888888888888888,10-20,"(80.0, 100.0]"
2011-01-02 03:00:00,1,0,0,2,18.86,22.725,94,12.998,2,4,6,2011-01-02,3,1,Sunday,Spring,Cloudy,0.3333333333333333,0.6666666666666666,10-20,"(80.0, 100.0]"
2011-01-02 04:00:00,1,0,0,2,18.86,22.725,94,12.998,2,1,3,2011-01-02,4,1,Sunday,Spring,Cloudy,0.6666666666666666,0.3333333333333333,10-20,"(80.0, 100.0]"
2011-01-02 06:00:00,1,0,0,3,17.22,21.21,77,19.9995,0,2,2,2011-01-02,6,1,Sunday,Spring,Light rain/snow,0.0,1.0,10-20,"(60.0, 80.0]"
2011-01-02 07:00:00,1,0,0,2,16.4,20.455,76,12.998,0,1,1,2011-01-02,7,1,Sunday,Spring,Cloudy,0.0,1.0,10-20,"(60.0, 80.0]"
2011-01-02 08:00:00,1,0,0,3,16.4,20.455,71,15.0013,0,8,8,2011-01-02,8,1,Sunday,Spring,Light rain/snow,0.0,1.0,10-20,"(60.0, 80.0]"
2011-01-02 09:00:00,1,0,0,2,15.58,19.695,76,15.0013,1,19,20,2011-01-02,9,1,Sunday,Spring,Cloudy,0.05,0.95,10-20,"(60.0, 80.0]"
2011-01-02 10:00:00,1,0,0,2,14.76,17.425,81,15.0013,7,46,53,2011-01-02,10,1,Sunday,Spring,Cloudy,0.1320754716981132,0.8679245283018868,10-20,"(80.0, 100.0]"
2011-01-02 11:00:00,1,0,0,2,14.76,16.665,71,16.9979,16,54,70,2011-01-02,11,1,Sunday,Spring,Cloudy,0.22857142857142856,0.7714285714285715,10-20,"(60.0, 80.0]"
2011-01-02 12:00:00,1,0,0,2,14.76,16.665,66,19.9995,20,73,93,2011-01-02,12,1,Sunday,Spring,Cloudy,0.21505376344086022,0.7849462365591398,10-20,"(60.0, 80.0]"
2011-01-02 13:00:00,1,0,0,2,14.76,17.425,66,8.9981,11,64,75,2011-01-02,13,1,Sunday,Spring,Cloudy,0.14666666666666667,0.8533333333333334,10-20,"(60.0, 80.0]"
2011-01-02 14:00:00,1,0,0,3,14.76,17.425,76,12.998,4,55,59,2011-01-02,14,1,Sunday,Spring,Light rain/snow,0.06779661016949153,0.9322033898305084,10-20,"(60.0, 80.0]"
2011-01-02 15:00:00,1,0,0,3,13.94,16.665,81,11.0014,19,55,74,2011-01-02,15,1,Sunday,Spring,Light rain/snow,0.25675675675675674,0.7432432432432432,10-20,"(80.0, 100.0]"
2011-01-02 16:00:00,1,0,0,3,13.94,16.665,71,11.0014,9,67,76,2011-01-02,16,1,Sunday,Spring,Light rain/snow,0.11842105263157894,0.881578947368421,10-20,"(60.0, 80.0]"
2011-01-02 17:00:00,1,0,0,1,13.94,16.665,57,12.998,7,58,65,2011-01-02,17,1,Sunday,Spring,Clear,0.1076923076923077,0.8923076923076924,10-20,"(40.0, 60.0]"
2011-01-02 18:00:00,1,0,0,2,14.76,16.665,46,22.0028,10,43,53,2011-01-02,18,1,Sunday,Spring,Cloudy,0.18867924528301888,0.8113207547169812,10-20,"(40.0, 60.0]"
2011-01-02 19:00:00,1,0,0,1,13.12,14.395,42,30.0026,1,29,30,2011-01-02,19,1,Sunday,Spring,Clear,0.03333333333333333,0.9666666666666667,10-20,"(40.0, 60.0]"
2011-01-02 20:00:00,1,0,0,1,12.3,13.635,39,23.9994,5,17,22,2011-01-02,20,1,Sunday,Spring,Clear,0.22727272727272727,0.7727272727272727,10-20,"(20.0, 40.0]"
2011-01-02 21:00:00,1,0,0,1,10.66,11.365,44,22.0028,11,20,31,2011-01-02,21,1,Sunday,Spring,Clear,0.3548387096774194,0.6451612903225806,10-20,"(40.0, 60.0]"
2011-01-02 22:00:00,1,0,0,1,9.84,10.605,44,19.9995,0,9,9,2011-01-02,22,1,Sunday,Spring,Clear,0.0,1.0,0-10,"(40.0, 60.0]"
2011-01-02 23:00:00,1,0,0,1,9.02,11.365,47,11.0014,0,8,8,2011-01-02,23,1,Sunday,Spring,Clear,0.0,1.0,0-10,"(40.0, 60.0]"
2011-01-03 00:00:00,1,0,1,1,9.02,9.85,44,23.9994,0,5,5,2011-01-03,0,1,Monday,Spring,Clear,0.0,1.0,0-10,"(40.0, 60.0]"
2011-01-03 01:00:00,1,0,1,1,8.2,8.335,44,27.9993,0,2,2,2011-01-03,1,1,Monday,Spring,Clear,0.0,1.0,0-10,"(40.0, 60.0]"
2011-01-03 04:00:00,1,0,1,1,6.56,6.82,47,26.0027,0,1,1,2011-01-03,4,1,Monday,Spring,Clear,0.0,1.0,0-10,"(40.0, 60.0]"
2011-01-03 05:00:00,1,0,1,1,6.56,6.82,47,19.0012,0,3,3,2011-01-03,5,1,Monday,Spring,Clear,0.0,1.0,0-10,"(40.0, 60.0]"
2011-01-03 06:00:00,1,0,1,1,5.74,5.305,50,26.0027,0,30,30,2011-01-03,6,1,Monday,Spring,Clear,0.0,1.0,0-10,"(40.0, 60.0]"
2011-01-03 07:00:00,1,0,1,1,5.74,6.82,50,12.998,1,63,64,2011-01-03,7,1,Monday,Spring,Clear,0.015625,0.984375,0-10,"(40.0, 60.0]"
2011-01-03 08:00:00,1,0,1,1,5.74,6.06,50,19.0012,1,153,154,2011-01-03,8,1,Monday,Spring,Clear,0.006493506493506494,0.9935064935064936,0-10,"(40.0, 60.0]"
2011-01-03 09:00:00,1,0,1,1,6.56,6.82,43,26.0027,7,81,88,2011-01-03,9,1,Monday,Spring,Clear,0.07954545454545454,0.9204545454545454,0-10,"(40.0, 60.0]"
2011-01-03 10:00:00,1,0,1,1,7.38,8.335,43,16.9979,11,33,44,2011-01-03,10,1,Monday,Spring,Clear,0.25,0.75,0-10,"(40.0, 60.0]"
2011-01-03 11:00:00,1,0,1,1,8.2,9.09,40,22.0028,10,41,51,2011-01-03,11,1,Monday,Spring,Clear,0.19607843137254902,0.803921568627451,0-10,"(20.0, 40.0]"
2011-01-03 12:00:00,1,0,1,1,9.02,10.605,35,19.9995,13,48,61,2011-01-03,12,1,Monday,Spring,Clear,0.21311475409836064,0.7868852459016393,0-10,"(20.0, 40.0]"
2011-01-03 13:00:00,1,0,1,1,9.84,10.605,35,19.0012,8,53,61,2011-01-03,13,1,Monday,Spring,Clear,0.13114754098360656,0.8688524590163934,0-10,"(20.0, 40.0]"
2011-01-03 14:00:00,1,0,1,1,10.66,12.12,30,19.0012,11,66,77,2011-01-03,14,1,Monday,Spring,Clear,0.14285714285714285,0.8571428571428571,10-20,"(20.0, 40.0]"
2011-01-03 15:00:00,1,0,1,1,10.66,12.12,30,16.9979,14,58,72,2011-01-03,15,1,Monday,Spring,Clear,0.19444444444444445,0.8055555555555556,10-20,"(20.0, 40.0]"
2011-01-03 16:00:00,1,0,1,1,10.66,12.12,30,16.9979,9,67,76,2011-01-03,16,1,Monday,Spring,Clear,0.11842105263157894,0.881578947368421,10-20,"(20.0, 40.0]"
2011-01-03 17:00:00,1,0,1,1,9.84,11.365,30,15.0013,11,146,157,2011-01-03,17,1,Monday,Spring,Clear,0.07006369426751592,0.9299363057324841,0-10,"(20.0, 40.0]"
2011-01-03 18:00:00,1,0,1,1,9.84,12.88,32,7.0015,9,148,157,2011-01-03,18,1,Monday,Spring,Clear,0.05732484076433121,0.9426751592356688,0-10,"(20.0, 40.0]"
2011-01-03 19:00:00,1,0,1,1,8.2,12.88,47,0.0,8,102,110,2011-01-03,19,1,Monday,Spring,Clear,0.07272727272727272,0.9272727272727272,0-10,"(40.0, 60.0]"
2011-01-03 20:00:00,1,0,1,1,8.2,11.365,47,7.0015,3,49,52,2011-01-03,20,1,Monday,Spring,Clear,0.057692307692307696,0.9423076923076923,0-10,"(40.0, 60.0]"
2011-01-03 21:00:00,1,0,1,1,7.38,9.85,64,8.9981,3,49,52,2011-01-03,21,1,Monday,Spring,Clear,0.057692307692307696,0.9423076923076923,0-10,"(60.0, 80.0]"
2011-01-03 22:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,20,20,2011-01-03,22,1,Monday,Spring,Clear,0.0,1.0,0-10,"(60.0, 80.0]"
2011-01-03 23:00:00,1,0,1,1,7.38,10.605,55,7.0015,1,11,12,2011-01-03,23,1,Monday,Spring,Clear,0.08333333333333333,0.9166666666666666,0-10,"(40.0, 60.0]"
2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,0,5,5,2011-01-04,0,1,Tuesday,Spring,Clear,0.0,1.0,0-10,"(40.0, 60.0]"
2011-01-04 01:00:00,1,0,1,1,6.56,9.09,59,7.0015,0,2,2,2011-01-04,1,1,Tuesday,Spring,Clear,0.0,1.0,0-10,"(40.0, 60.0]"
2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,0,1,1,2011-01-04,2,1,Tuesday,Spring,Clear,0.0,1.0,0-10,"(60.0, 80.0]"
2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,0,2,2,2011-01-04,4,1,Tuesday,Spring,Clear,0.0,1.0,0-10,"(60.0, 80.0]"
2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,0,4,4,2011-01-04,5,1,Tuesday,Spring,Clear,0.0,1.0,0-10,"(60.0, 80.0]"
2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,0,36,36,2011-01-04,6,1,Tuesday,Spring,Clear,0.0,1.0,0-10,"(60.0, 80.0]"
2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,2,92,94,2011-01-04,7,1,Tuesday,Spring,Clear,0.02127659574468085,0.9787234042553191,0-10,"(60.0, 80.0]"
2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,2,177,179,2011-01-04,8,1,Tuesday,Spring,Clear,0.0111731843575419,0.9888268156424581,0-10,"(60.0, 80.0]"
2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,2,98,100,2011-01-04,9,1,Tuesday,Spring,Clear,0.02,0.98,0-10,"(60.0, 80.0]"
2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,5,37,42,2011-01-04,10,1,Tuesday,Spring,Cloudy,0.11904761904761904,0.8809523809523809,0-10,"(60.0, 80.0]"
2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,7,50,57,2011-01-04,11,1,Tuesday,Spring,Clear,0.12280701754385964,0.8771929824561403,0-10,"(40.0, 60.0]"
2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,12,66,78,2011-01-04,12,1,Tuesday,Spring,Clear,0.15384615384615385,0.8461538461538461,0-10,"(40.0, 60.0]"
2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,18,79,97,2011-01-04,13,1,Tuesday,Spring,Clear,0.18556701030927836,0.8144329896907216,0-10,"(40.0, 60.0]"
2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,9,54,63,2011-01-04,14,1,Tuesday,Spring,Clear,0.14285714285714285,0.8571428571428571,10-20,"(40.0, 60.0]"
2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,17,48,65,2011-01-04,15,1,Tuesday,Spring,Clear,0.26153846153846155,0.7384615384615385,10-20,"(40.0, 60.0]"
2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,15,68,83,2011-01-04,16,1,Tuesday,Spring,Clear,0.18072289156626506,0.8192771084337349,10-20,"(40.0, 60.0]"
2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,10,202,212,2011-01-04,17,1,Tuesday,Spring,Clear,0.04716981132075472,0.9528301886792453,10-20,"(40.0, 60.0]"
2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,3,179,182,2011-01-04,18,1,Tuesday,Spring,Clear,0.016483516483516484,0.9835164835164835,10-20,"(40.0, 60.0]"
2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,2,110,112,2011-01-04,19,1,Tuesday,Spring,Clear,0.017857142857142856,0.9821428571428571,0-10,"(40.0, 60.0]"
2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,1,53,54,2011-01-04,20,1,Tuesday,Spring,Clear,0.018518518518518517,0.9814814814814815,0-10,"(40.0, 60.0]"
2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,0,48,48,2011-01-04,21,1,Tuesday,Spring,Clear,0.0,1.0,0-10,"(60.0, 80.0]"
2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,1,34,35,2011-01-04,22,1,Tuesday,Spring,Clear,0.02857142857142857,0.9714285714285714,0-10,"(60.0, 80.0]"
2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,2,9,11,2011-01-04,23,1,Tuesday,Spring,Clear,0.18181818181818182,0.8181818181818182,0-10,"(60.0, 80.0]"
2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,0,6,6,2011-01-05,0,1,Wednesday,Spring,Clear,0.0,1.0,0-10,"(60.0, 80.0]"
2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,6,6,2011-01-05,1,1,Wednesday,Spring,Clear,0.0,1.0,0-10,"(60.0, 80.0]"
2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,2,2,2011-01-05,2,1,Wednesday,Spring,Clear,0.0,1.0,0-10,"(60.0, 80.0]"
2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,0,2,2,2011-01-05,4,1,Wednesday,Spring,Clear,0.0,1.0,0-10,"(40.0, 60.0]"
2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,0,3,3,2011-01-05,5,1,Wednesday,Spring,Clear,0.0,1.0,0-10,"(40.0, 60.0]"
2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,0,33,33,2011-01-05,6,1,Wednesday,Spring,Clear,0.0,1.0,0-10,"(40.0, 60.0]"
2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,1,87,88,2011-01-05,7,1,Wednesday,Spring,Clear,0.011363636363636364,0.9886363636363636,0-10,"(40.0, 60.0]"
2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,3,192,195,2011-01-05,8,1,Wednesday,Spring,Clear,0.015384615384615385,0.9846153846153847,0-10,"(20.0, 40.0]"
2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,6,109,115,2011-01-05,9,1,Wednesday,Spring,Clear,0.05217391304347826,0.9478260869565217,0-10,"(20.0, 40.0]"
2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,4,53,57,2011-01-05,10,1,Wednesday,Spring,Clear,0.07017543859649122,0.9298245614035088,0-10,"(20.0, 40.0]"
2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,12,34,46,2011-01-05,11,1,Wednesday,Spring,Clear,0.2608695652173913,0.7391304347826086,10-20,"(20.0, 40.0]"
2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,5,74,79,2011-01-05,12,1,Wednesday,Spring,Clear,0.06329113924050633,0.9367088607594937,10-20,"(20.0, 40.0]"
2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,6,65,71,2011-01-05,13,1,Wednesday,Spring,Clear,0.08450704225352113,0.9154929577464789,10-20,"(20.0, 40.0]"
2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,10,52,62,2011-01-05,14,1,Wednesday,Spring,Clear,0.16129032258064516,0.8387096774193549,10-20,"(20.0, 40.0]"
2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,7,55,62,2011-01-05,15,1,Wednesday,Spring,Clear,0.11290322580645161,0.8870967741935484,10-20,"(20.0, 40.0]"
2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,4,85,89,2011-01-05,16,1,Wednesday,Spring,Clear,0.0449438202247191,0.9550561797752809,10-20,"(20.0, 40.0]"
2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,4,186,190,2011-01-05,17,1,Wednesday,Spring,Clear,0.021052631578947368,0.9789473684210527,0-10,"(20.0, 40.0]"
2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,3,166,169,2011-01-05,18,1,Wednesday,Spring,Clear,0.01775147928994083,0.9822485207100592,0-10,"(20.0, 40.0]"
2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,5,127,132,2011-01-05,19,1,Wednesday,Spring,Clear,0.03787878787878788,0.9621212121212122,0-10,"(20.0, 40.0]"
2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,7,82,89,2011-01-05,20,1,Wednesday,Spring,Clear,0.07865168539325842,0.9213483146067416,0-10,"(40.0, 60.0]"
2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,3,40,43,2011-01-05,21,1,Wednesday,Spring,Clear,0.06976744186046512,0.9302325581395349,0-10,"(40.0, 60.0]"
2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,1,41,42,2011-01-05,22,1,Wednesday,Spring,Clear,0.023809523809523808,0.9761904761904762,0-10,"(40.0, 60.0]"
2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,1,18,19,2011-01-05,23,1,Wednesday,Spring,Clear,0.05263157894736842,0.9473684210526315,0-10,"(40.0, 60.0]"
2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,0,11,11,2011-01-06,0,1,Thursday,Spring,Clear,0.0,1.0,0-10,"(40.0, 60.0]"
2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,0,4,4,2011-01-06,1,1,Thursday,Spring,Clear,0.0,1.0,0-10,"(60.0, 80.0]"
2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,0,2,2,2011-01-06,2,1,Thursday,Spring,Clear,0.0,1.0,0-10,"(60.0, 80.0]"
2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0,1,1,2011-01-06,4,1,Thursday,Spring,Cloudy,0.0,1.0,0-10,"(60.0, 80.0]"
2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,0,4,4,2011-01-06,5,1,Thursday,Spring,Cloudy,0.0,1.0,0-10,"(60.0, 80.0]"
2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,0,36,36,2011-01-06,6,1,Thursday,Spring,Cloudy,0.0,1.0,0-10,"(60.0, 80.0]"
2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,0,95,95,2011-01-06,7,1,Thursday,Spring,Cloudy,0.0,1.0,0-10,"(40.0, 60.0]"
2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,3,216,219,2011-01-06,8,1,Thursday,Spring,Clear,0.0136986301369863,0.9863013698630136,0-10,"(40.0, 60.0]"
2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,6,116,122,2011-01-06,9,1,Thursday,Spring,Cloudy,0.04918032786885246,0.9508196721311475,0-10,"(40.0, 60.0]"
2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,3,42,45,2011-01-06,10,1,Thursday,Spring,Clear,0.06666666666666667,0.9333333333333333,0-10,"(40.0, 60.0]"
2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,2,57,59,2011-01-06,11,1,Thursday,Spring,Clear,0.03389830508474576,0.9661016949152542,0-10,"(40.0, 60.0]"
2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,6,78,84,2011-01-06,12,1,Thursday,Spring,Clear,0.07142857142857142,0.9285714285714286,10-20,"(20.0, 40.0]"
2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,12,55,67,2011-01-06,13,1,Thursday,Spring,Clear,0.1791044776119403,0.8208955223880597,10-20,"(20.0, 40.0]"
2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,11,59,70,2011-01-06,14,1,Thursday,Spring,Clear,0.15714285714285714,0.8428571428571429,10-20,"(20.0, 40.0]"
2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,8,54,62,2011-01-06,15,1,Thursday,Spring,Clear,0.12903225806451613,0.8709677419354839,10-20,"(20.0, 40.0]"
2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,12,74,86,2011-01-06,16,1,Thursday,Spring,Clear,0.13953488372093023,0.8604651162790697,10-20,"(20.0, 40.0]"
2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,9,163,172,2011-01-06,17,1,Thursday,Spring,Clear,0.05232558139534884,0.9476744186046512,0-10,"(40.0, 60.0]"
2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,5,158,163,2011-01-06,18,1,Thursday,Spring,Clear,0.03067484662576687,0.9693251533742331,0-10,"(40.0, 60.0]"
2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,3,109,112,2011-01-06,19,1,Thursday,Spring,Clear,0.026785714285714284,0.9732142857142857,0-10,"(40.0, 60.0]"
2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,3,66,69,2011-01-06,20,1,Thursday,Spring,Clear,0.043478260869565216,0.9565217391304348,0-10,"(40.0, 60.0]"
2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0,48,48,2011-01-06,21,1,Thursday,Spring,Cloudy,0.0,1.0,0-10,"(40.0, 60.0]"
2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,1,51,52,2011-01-06,22,1,Thursday,Spring,Cloudy,0.019230769230769232,0.9807692307692307,0-10,"(40.0, 60.0]"
2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,4,19,23,2011-01-06,23,1,Thursday,Spring,Cloudy,0.17391304347826086,0.8260869565217391,0-10,"(40.0, 60.0]"
2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,4,13,17,2011-01-07,0,1,Friday,Spring,Cloudy,0.23529411764705882,0.7647058823529411,0-10,"(60.0, 80.0]"
2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,2,5,7,2011-01-07,1,1,Friday,Spring,Cloudy,0.2857142857142857,0.7142857142857143,0-10,"(60.0, 80.0]"
